,Player,Game,Games Started,Minutes Played,Field Goals,Field Goals Attempted,Three Point Field Goals,Three Pointers Attempted,Two Point Field Goals,Two Pointers Attempted,Free Throws Made,Free Throws Attempted,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points
762,Jeremy Lin,554,225,13654,2123,4890,504,1500,1619,3390,1524,1876,219,1298,1517,2273,566,188,1209,1204,6274
763,Jeremy Pargo,125,27,1778,259,672,63,193,196,479,100,152,29,109,138,247,42,4,150,146,681
764,Jeremy Sochan,56,53,1458,250,552,33,134,217,418,81,116,95,200,295,142,43,23,97,138,614
765,Jeremy Tyler,125,23,1102,166,373,0,1,166,372,63,112,104,185,289,26,24,44,74,174,395
766,Jerian Grant,279,61,4998,593,1442,174,539,419,903,332,431,92,438,530,805,205,33,274,411,1692
767,Jericho Sims,93,21,1367,122,161,0,1,122,160,24,45,160,251,411,46,26,50,47,162,268
768,Jermaine O'Neal,218,121,4904,800,1593,0,3,800,1590,407,546,353,891,1244,181,68,286,298,585,2007
769,Jermaine Taylor,99,20,1269,233,511,33,112,200,399,75,102,73,97,170,80,38,13,111,93,574
770,Jerome Dyson,9,1,180,19,48,1,8,18,40,28,36,2,17,19,18,11,2,20,19,67
771,Jerome Jordan,65,0,491,67,127,0,0,67,127,46,54,66,66,132,17,9,21,24,73,180
772,Jerome Robinson,176,18,2583,302,825,127,405,175,420,102,143,33,304,337,218,79,43,130,301,833
773,Jerrelle Benimon,2,0,3,0,0,0,0,0,0,0,0,1,2,3,0,0,0,1,0,0
774,Jerry Smith,5,0,46,3,14,1,6,2,8,0,0,2,5,7,4,5,0,0,5,7
775,Jerry Stackhouse,116,1,1722,235,600,89,261,146,339,101,122,31,132,163,122,38,18,105,102,660
776,Jerryd Bayless,676,132,15013,2116,5125,617,1713,1499,3412,1149,1409,216,1272,1488,2056,452,85,978,1435,5998
777,Jevon Carter,370,51,5859,686,1722,426,1076,260,646,114,140,123,575,698,613,216,94,227,489,1912
778,Jimmer Fredette,296,7,3750,633,1514,234,605,399,909,220,250,61,234,295,396,109,14,273,259,1720
779,Jimmy Butler,819,714,27187,4868,10423,659,2028,4209,8395,4508,5347,1332,3043,4375,3439,1367,383,1318,1187,14903
780,Joakim Noah,518,426,15174,1864,3835,0,14,1864,3821,1128,1603,1723,3313,5036,1717,417,700,962,1463,4856
781,Jock Landale,123,5,1568,279,541,50,173,229,368,113,146,182,236,418,113,26,44,90,179,721
782,Jodie Meeks,599,204,12829,1769,4237,817,2210,952,2027,914,1043,157,1062,1219,622,431,41,435,684,5269
783,Joe Alexander,8,0,29,1,6,0,1,1,5,2,3,2,3,5,2,1,1,0,9,4
784,Joe Chealey,5,0,41,1,10,0,4,1,6,2,2,0,0,0,2,4,0,2,3,4
785,Joe Harris,488,283,12128,1877,3910,1016,2324,861,1586,376,487,261,1247,1508,780,238,93,518,990,5146
786,Joe Ingles,636,313,16202,1913,4264,1154,2825,759,1439,431,559,202,1840,2042,2363,577,96,982,1173,5411
787,Joe Johnson,790,623,25236,4245,9638,1200,3282,3045,6356,1384,1681,499,2409,2908,2646,526,103,1272,1218,11074
788,Joe Smith,96,7,730,83,225,1,7,82,218,43,52,72,127,199,29,6,27,32,121,210
789,Joe Wieskamp,38,0,255,23,70,17,55,6,15,7,13,4,14,18,12,4,3,3,17,70
790,Joe Young,127,1,1077,168,427,40,135,128,292,53,69,19,111,130,119,33,1,64,74,429
791,Joel Anthony,434,81,5696,325,630,0,0,325,630,213,318,450,651,1101,71,101,419,172,642,863
792,Joel Ayayi,7,0,20,1,6,0,1,1,5,0,0,1,2,3,4,0,0,0,0,2
793,Joel Bolomboy,18,0,91,12,22,1,5,11,17,6,12,10,17,27,2,3,2,4,4,31
794,Joel Embiid,394,394,12524,3527,7046,455,1352,3072,5694,3209,3917,877,3525,4402,1354,351,654,1335,1215,10718
795,Joel Freeland,151,9,1821,209,455,0,2,209,453,59,81,190,328,518,65,32,56,74,255,477
796,Joel Przybilla,141,47,2236,118,226,0,0,118,226,72,125,180,507,687,44,23,91,123,329,308
797,Joey Dorsey,142,26,1588,150,284,0,1,150,283,65,172,214,341,555,56,70,46,92,277,365
798,Joey Graham,102,26,1345,187,381,11,43,176,338,83,109,47,160,207,40,29,14,71,177,468
799,Joffrey Lauvergne,278,19,3803,625,1331,82,270,543,1061,202,290,311,729,1040,250,80,40,221,369,1534
800,Johan Petro,203,35,2601,340,761,2,10,338,751,71,98,195,482,677,119,75,79,131,428,753
801,John Butler,19,1,221,17,53,8,35,9,18,3,4,3,14,17,11,7,9,1,22,45
802,John Collins,364,313,10618,2259,4103,347,976,1912,3127,903,1153,799,2104,2903,540,209,377,523,1129,5768
803,John Henson,485,168,9352,1533,2832,28,116,1505,2716,510,903,848,1682,2530,550,235,684,532,1076,3604
804,John Holland,25,0,175,17,59,11,36,6,23,9,13,6,18,24,5,7,2,8,10,54
805,John Jenkins,240,11,2996,424,970,155,428,269,542,151,179,50,294,344,195,39,17,131,127,1154
806,John Konchar,206,30,3542,366,757,138,369,228,388,81,117,204,610,814,278,159,59,91,249,951
807,John Lucas III,182,8,2437,378,993,146,406,232,587,61,80,46,150,196,317,66,2,106,151,963
808,John Salmons,534,302,15452,1948,4711,585,1568,1363,3143,897,1113,194,1300,1494,1324,461,154,626,982,5378
809,John Wall,647,604,22588,4373,10171,651,2021,3722,8150,2691,3468,361,2343,2704,5735,1045,439,2412,1394,12088
810,Johnathan Motley,46,4,373,90,163,2,10,88,153,44,75,35,75,110,26,11,5,30,51,226
811,Johnathan Williams,39,6,552,84,144,0,4,84,140,34,61,72,91,163,21,9,15,21,78,202
812,Johnny Davis,28,5,423,66,171,17,70,49,101,14,27,10,55,65,28,10,8,17,48,163
813,Johnny Juzang,18,0,232,35,104,15,63,20,41,2,4,8,31,39,8,4,3,3,13,87
814,Johnny O'Bryant,158,19,1764,228,560,21,56,207,504,70,104,138,233,371,75,32,20,83,209,547
815,Jon Brockman,150,10,1570,118,242,0,1,118,241,84,136,212,260,472,49,33,9,57,267,320
816,Jon Leuer,405,80,6132,1004,2075,125,384,879,1691,318,420,370,1093,1463,309,143,102,267,604,2451
817,Jon Teske,3,0,8,0,1,0,0,0,1,0,2,0,2,2,1,1,0,0,1,0
818,Jonah Bolden,58,10,733,88,184,34,104,54,80,17,35,53,130,183,40,23,43,40,119,227
819,Jonas Jerebko,710,119,12553,1634,3582,454,1241,1180,2341,645,831,856,1948,2804,596,367,171,482,1360,4367
820,Jonas Valančiūnas,823,772,21200,4450,7931,207,589,4243,7342,2090,2648,2284,5510,7794,1034,329,807,1390,2373,11197
821,Jonathan Bender,25,1,292,40,100,14,39,26,61,24,26,15,37,52,16,2,17,28,33,118
822,Jonathan Gibson,21,0,271,49,118,21,57,28,61,21,29,1,24,25,30,8,0,24,26,140
823,Jonathan Isaac,147,106,3636,495,1141,140,421,355,720,194,246,188,597,785,152,159,210,155,279,1324
824,Jonathan Kuminga,137,28,2579,497,957,104,295,393,662,220,328,124,341,465,189,72,53,169,303,1318
825,Jonathon Simmons,314,78,6362,919,2124,173,561,746,1563,497,659,151,596,747,611,187,76,411,602,2508
826,Jonny Flynn,192,91,4154,597,1510,128,383,469,1127,313,390,52,294,346,730,128,9,418,202,1635
827,Jontay Porter,11,0,54,8,15,3,8,5,7,3,5,4,10,14,1,3,1,7,12,22
828,Jordan Adams,32,0,263,37,92,10,26,27,66,17,28,9,21,30,19,19,7,16,26,101
829,Jordan Bell,196,18,2275,299,555,8,34,291,521,95,151,190,412,602,224,68,137,143,226,701
830,Jordan Bone,24,0,249,28,74,12,42,16,32,0,0,4,24,28,26,3,0,5,17,68
831,Jordan Clarkson,813,207,21772,4777,10806,1491,4359,3286,6447,1644,1995,680,1941,2621,2153,652,123,1408,1348,12689
832,Jordan Crawford,474,166,11438,2106,5143,536,1700,1570,3443,878,1054,256,944,1200,1506,321,38,887,726,5626
833,Jordan Farmar,285,38,5868,884,2115,375,969,509,1146,260,328,78,461,539,936,213,34,427,426,2403
834,Jordan Goodwin,64,7,1112,158,356,38,119,120,237,53,69,57,149,206,168,58,26,57,96,407
835,Jordan Hall,9,0,83,9,28,3,15,6,13,7,9,3,9,12,11,1,0,7,6,28
836,Jordan Hamilton,211,33,3119,489,1215,207,582,282,633,109,154,121,502,623,179,117,54,148,211,1294
837,Jordan Hill,495,128,8867,1538,3099,3,27,1535,3072,591,852,1016,1734,2750,358,178,320,487,1038,3670
838,Jordan Loyd,12,0,55,8,18,4,8,4,10,9,11,1,8,9,6,0,0,2,5,29
839,Jordan McLaughlin,186,7,3108,336,765,113,331,223,434,94,127,65,248,313,646,174,24,153,157,879
840,Jordan McRae,182,14,2675,485,1168,138,382,347,786,263,343,56,313,369,285,69,47,145,237,1371
841,Jordan Mickey,64,4,482,62,138,2,17,60,121,26,43,37,91,128,17,9,27,28,53,152
842,Jordan Nwora,216,43,3835,636,1487,279,711,357,776,191,240,148,591,739,242,89,52,213,248,1742
843,Jordan Poole,266,115,7003,1396,3312,596,1758,800,1554,807,919,90,605,695,906,184,63,564,600,4195
844,Jordan Schakel,6,0,36,2,13,2,7,0,6,2,2,2,6,8,1,2,0,1,1,8
845,Jordan Sibert,1,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
846,Jordan Williams,43,5,635,77,152,0,0,77,152,43,66,66,90,156,11,21,15,23,61,197
847,Jorge Gutiérrez,67,4,657,75,147,3,20,72,127,37,49,13,66,79,91,25,1,44,90,190
848,Jose Alvarado,115,11,2144,332,783,115,357,217,426,101,133,53,188,241,338,138,17,121,198,880
849,Josh Akognon,3,0,9,2,4,1,2,1,2,0,0,0,1,1,1,0,0,0,3,5
850,Josh Boone,63,28,1045,117,223,0,0,117,223,19,58,124,191,315,29,30,48,37,111,253
851,Josh Childress,106,3,1509,175,334,6,43,169,291,30,63,106,162,268,83,50,31,54,110,386
852,Josh Christopher,138,4,2120,377,829,77,278,300,551,128,173,72,185,257,223,98,28,174,156,959
853,Josh Davis,15,0,130,10,27,4,13,6,14,4,8,16,11,27,6,7,1,3,19,28
854,Josh Giddey,130,130,4067,820,1788,132,447,688,1341,162,224,246,774,1020,814,108,51,382,231,1934
855,Josh Gray,7,0,109,12,43,3,13,9,30,7,11,3,9,12,14,8,2,12,9,34
856,Josh Green,166,29,3023,377,731,100,272,277,459,112,162,135,286,421,210,103,22,133,306,966
857,Josh Hall,21,1,336,30,99,4,37,26,62,22,44,6,53,59,28,4,1,25,37,86
858,Josh Harrellson,75,4,888,105,240,33,95,72,145,22,35,80,147,227,26,30,36,33,96,265
859,Josh Hart,502,275,14770,1865,3893,622,1772,1243,2121,859,1152,599,2676,3275,1418,510,159,691,1215,5211
860,Josh Howard,142,56,3443,547,1376,67,254,480,1122,329,434,126,392,518,174,107,40,175,325,1490
861,Josh Huestis,76,10,1068,71,205,39,125,32,80,6,25,48,132,180,23,16,48,29,85,187
862,Josh Jackson,342,95,7548,1342,3239,296,1031,1046,2208,624,914,271,1029,1300,588,277,191,583,821,3604
863,Josh Magette,26,0,254,20,61,9,26,11,35,9,10,3,22,25,62,11,2,14,20,58
864,Josh McRoberts,459,201,9451,1029,2222,220,649,809,1573,364,510,533,1394,1927,1024,241,205,433,906,2642
865,Josh Minott,15,0,96,18,36,2,6,16,30,8,8,5,20,25,5,4,6,3,10,46
866,Josh Okogie,316,149,6367,672,1678,210,721,462,957,527,704,329,634,963,383,292,133,279,595,2081
867,Josh Powell,118,0,1253,167,408,7,17,160,391,56,76,93,163,256,57,14,12,87,150,397
868,Josh Reaves,4,0,28,3,9,0,2,3,7,2,2,1,2,3,3,0,0,0,5,8
869,Josh Richardson,633,333,17692,2635,6136,1010,2732,1625,3404,964,1140,437,1475,1912,1635,659,331,840,1370,7244
870,Josh Selby,38,0,296,31,94,3,21,28,73,18,25,2,18,20,34,9,0,36,24,83
871,Josh Smith,656,460,19630,3655,8232,436,1478,3219,6754,1347,2326,1137,3464,4601,2161,763,979,1550,1696,9093
872,Joshua Primo,54,16,1058,110,296,45,149,65,147,51,68,34,92,126,99,21,25,68,87,316
873,José Calderón,718,516,18424,2323,5041,877,2102,1446,2939,553,643,237,1456,1693,3794,519,58,1026,1134,6076
874,Jrue Holiday,906,825,30001,5849,12666,1328,3631,4521,9035,1850,2364,838,2864,3702,5868,1346,455,2472,1987,14876
875,Juan Toscano-Anderson,243,46,3773,393,793,89,288,304,505,103,154,122,588,710,433,134,68,213,416,978
876,Juancho Hernangómez,427,99,6547,734,1732,334,975,400,757,328,497,339,1089,1428,276,164,90,215,454,2130
877,Julian Champagnie,34,6,640,118,260,66,164,52,96,28,34,20,100,120,20,12,10,22,52,330
878,Julian Washburn,18,3,254,16,48,5,24,11,24,3,4,8,33,41,14,13,2,7,16,40
879,Julian Wright,120,20,1637,198,392,4,16,194,376,47,84,105,157,262,99,68,38,87,90,447
880,Julius Randle,595,515,18882,4046,8609,666,1985,3380,6624,2369,3179,1166,4415,5581,2158,414,256,1639,1852,11127
881,Julyan Stone,70,2,502,28,63,10,32,18,31,14,20,10,67,77,77,16,8,25,56,80
882,Justin Anderson,333,46,4824,676,1640,232,798,444,842,334,428,214,698,912,283,154,109,215,422,1918
883,Justin Champagnie,46,0,349,41,97,12,38,29,59,9,9,43,45,88,19,10,4,8,36,103
884,Justin Dentmon,14,0,186,20,58,4,28,16,30,8,12,0,16,16,20,4,0,14,20,52
885,Justin Hamilton,162,35,2745,362,775,81,260,281,515,127,156,193,351,544,127,93,103,103,247,932
886,Justin Harper,22,0,150,18,53,8,29,10,24,1,3,5,13,18,4,3,3,12,10,45
887,Justin Holiday,877,436,20998,2548,6456,1446,4021,1102,2435,718,875,318,2095,2413,1272,807,381,765,1470,7260
888,Justin Jackson,400,78,7113,949,2229,362,1110,587,1119,259,324,178,772,950,435,141,59,180,425,2519
889,Justin James,72,0,542,87,195,23,67,64,128,31,57,15,47,62,40,14,12,23,40,228
890,Justin Minaya,4,0,89,7,23,3,12,4,11,0,1,3,12,15,4,2,5,4,9,17
891,Justin Patton,22,6,296,36,89,10,40,26,49,4,6,17,43,60,19,15,14,6,44,86
892,Justin Robinson,68,0,745,68,219,43,141,25,78,11,21,10,44,54,80,21,3,39,66,190
893,Justin Wright-Foreman,4,0,45,7,20,2,10,5,10,3,4,0,5,5,7,2,0,3,5,19
894,Justise Winslow,392,139,9681,1231,2975,244,794,987,2181,397,627,414,1548,1962,973,342,162,549,861,3103
895,Jusuf Nurkić,528,430,12597,2522,5017,75,258,2447,4759,1252,1897,1320,3131,4451,1175,465,607,1132,1633,6371
896,Juwan Howard,165,29,2465,273,574,0,1,273,573,93,116,162,350,512,100,41,15,121,279,639
897,Juwan Morgan,54,0,343,33,62,9,25,24,37,6,11,23,42,65,17,5,3,10,46,81
898,K.J. McDaniels,259,31,3949,527,1278,133,457,394,821,288,372,176,430,606,180,133,182,285,380,1475
899,KZ Okpala,98,12,965,85,208,28,98,57,110,24,36,40,108,148,47,23,26,28,125,222
900,Kadeem Allen,47,2,640,90,207,22,63,68,144,56,74,14,57,71,109,24,8,43,68,258
901,Kai Jones,67,0,613,76,134,5,21,71,113,22,34,40,94,134,19,18,32,37,73,179
902,Kalin Lucas,2,0,12,0,2,0,1,0,1,2,2,0,3,3,1,1,0,0,2,2
903,Kareem Rush,7,0,58,4,11,1,3,3,8,0,0,1,5,6,4,2,3,3,8,9
904,Karim Mané,10,0,88,3,13,1,2,2,11,4,5,1,13,14,4,0,2,3,10,11
905,Karl-Anthony Towns,511,511,17429,4342,8258,839,2125,3503,6133,2249,2694,1496,4205,5701,1626,409,680,1376,1744,11772
906,Kawhi Leonard,628,599,19773,4432,8951,969,2501,3463,6450,2491,2899,753,3274,4027,1876,1085,395,1021,1072,12324
907,Kay Felder,74,0,666,104,298,15,60,89,238,57,73,9,68,77,98,24,9,62,60,280
908,Keegan Murray,80,78,2382,354,782,206,501,148,281,62,81,89,282,371,98,61,42,60,162,976
909,Keifer Sykes,32,11,566,69,190,27,90,42,100,15,17,8,37,45,62,12,4,33,51,180
910,Keita Bates-Diop,274,59,4645,662,1405,159,472,503,933,305,410,202,663,865,233,140,101,156,250,1788
911,Keith Appling,5,0,27,2,8,0,3,2,5,2,2,0,1,1,1,1,0,3,5,6
912,Keith Benson,3,0,9,0,1,0,0,0,1,0,0,2,1,3,0,0,0,0,0,0
913,Keith Bogans,246,156,4577,363,916,250,696,113,220,74,107,65,393,458,278,114,25,147,394,1050
914,Kelan Martin,126,6,1717,273,661,93,306,180,355,57,67,64,220,284,82,43,37,64,158,696
915,Keldon Johnson,224,205,6724,1365,2918,366,1009,999,1909,602,801,239,1005,1244,477,158,51,317,443,3698
916,Kelenna Azubuike,12,7,249,51,96,11,30,40,66,19,28,12,29,41,10,6,9,11,17,132
917,Keljin Blevins,48,1,424,39,131,23,80,16,51,6,11,19,36,55,23,15,1,22,37,107
918,Kelly Olynyk,748,296,17347,2839,5929,953,2615,1886,3314,1307,1639,892,3104,3996,1703,603,363,1184,2134,7938
919,Kelly Oubre Jr.,596,221,15544,2798,6428,918,2796,1880,3632,1274,1689,580,2068,2648,622,601,308,664,1534,7788
920,Kemba Walker,750,697,24810,4999,11954,1670,4642,3329,7312,2818,3354,418,2413,2831,3938,923,282,1574,1111,14486
921,Kendall Brown,6,0,40,4,7,0,1,4,6,1,2,2,4,6,3,4,0,2,9,9
922,Kendall Marshall,160,57,3083,315,789,128,346,187,443,44,72,23,230,253,779,107,10,285,180,802
923,Kendrick Nunn,263,115,5540,1102,2472,417,1157,685,1315,211,242,72,505,577,548,164,43,326,392,2832
924,Kendrick Perkins,515,342,11396,1051,2081,0,7,1051,2074,493,868,798,2227,3025,523,182,467,826,1383,2595
925,Kennedy Chandler,36,0,281,35,83,2,15,33,68,6,13,9,29,38,58,12,5,18,15,78
926,Kenneth Faried,515,398,12456,2346,4274,18,70,2328,4204,1104,1689,1562,2572,4134,490,368,415,659,1262,5814
927,Kenneth Lofton Jr.,24,1,176,49,93,6,17,43,76,16,27,19,32,51,20,5,2,12,28,120
928,Kenny Thomas,26,2,313,17,35,0,0,17,35,7,12,35,51,86,15,10,10,17,42,41
929,Kenrich Williams,253,70,5615,702,1500,220,625,482,875,105,202,362,797,1159,505,216,81,212,519,1729
930,Kent Bazemore,792,346,16145,2276,5545,821,2319,1455,3226,1041,1446,274,2209,2483,1338,775,362,1075,1636,6414
931,Kentavious Caldwell-Pope,759,617,22355,3118,7348,1295,3544,1823,3804,1202,1477,458,1898,2356,1333,860,189,786,1399,8733
932,Kenyon Martin,209,132,5327,693,1440,13,52,680,1388,185,354,334,938,1272,299,205,189,227,587,1584
933,Kenyon Martin Jr.,206,59,5016,851,1561,163,480,688,1081,289,429,279,712,991,272,105,111,189,349,2154
934,Keon Ellis,16,0,71,7,16,6,12,1,4,4,7,4,4,8,6,5,1,1,10,24
935,Keon Johnson,114,24,1809,259,722,96,281,163,441,109,143,59,147,206,211,75,30,135,181,723
936,Kessler Edwards,120,31,1757,182,453,82,246,100,207,38,49,90,204,294,77,57,36,68,165,484
937,Kevin Durant,879,876,32200,8434,16545,1800,4636,6634,11909,6095,6849,546,5896,6442,4105,915,1044,2819,1743,24763
938,Kevin Garnett*,454,454,11735,2146,4304,9,53,2137,4251,816,986,473,2818,3291,988,460,321,610,1024,5117
939,Kevin Hervey,10,0,52,7,27,3,20,4,7,0,0,1,11,12,5,1,1,0,4,17
940,Kevin Huerter,349,291,10325,1608,3624,768,1994,840,1630,281,367,207,1002,1209,1092,333,120,463,825,4265
941,Kevin Jones,32,0,334,43,107,0,0,43,107,9,15,38,40,78,10,9,5,8,25,95
942,Kevin Knox,368,71,6136,904,2292,385,1132,519,1160,368,511,195,827,1022,248,134,86,290,546,2561
943,Kevin Love,855,662,25522,4724,10846,1663,4508,3061,6338,3313,3970,1920,6810,8730,2068,525,316,1569,1615,14424
944,Kevin Martin,506,336,14938,2722,6454,840,2235,1882,4219,2348,2651,211,1224,1435,962,423,51,829,920,8632
945,Kevin Murphy,17,0,52,7,28,1,5,6,23,0,0,0,4,4,2,1,0,3,4,15
946,Kevin Ollie,25,0,263,18,45,0,1,18,44,8,8,3,22,25,20,9,0,6,16,44
947,Kevin Pangos,24,3,166,15,46,6,26,9,20,3,4,2,9,11,30,3,0,7,11,39
948,Kevin Porter Jr.,196,146,5928,1068,2480,399,1117,669,1363,473,652,161,681,842,987,216,61,564,508,3008
949,Kevin Séraphin,423,34,6430,1134,2318,0,7,1134,2311,248,347,502,960,1462,246,88,304,449,903,2516
950,Kevon Harris,34,0,457,47,107,16,43,31,64,31,41,28,42,70,16,17,5,21,53,141
951,Kevon Looney,449,220,7972,976,1678,10,59,966,1619,337,556,952,1558,2510,705,230,256,261,993,2299
952,Keyon Dooling,186,32,3472,411,1027,172,484,239,543,154,193,23,188,211,437,102,6,189,266,1148
953,Khem Birch,349,97,6354,726,1412,27,122,699,1290,405,579,718,910,1628,363,184,204,197,573,1884
954,Khris Middleton,684,595,21493,4211,9207,1267,3264,2944,5943,1944,2205,429,2877,3306,2624,817,128,1433,1734,11633
955,Khyri Thomas,39,2,409,59,152,24,76,35,76,18,24,12,27,39,36,19,11,13,39,160
956,Killian Hayes,168,114,4471,554,1475,144,525,410,950,163,203,70,430,500,885,209,73,367,459,1415
957,Killian Tillie,54,4,643,62,184,37,119,25,65,14,19,27,57,84,30,28,23,15,78,175
958,Kim English,41,0,407,42,112,14,50,28,62,21,29,8,29,37,26,16,3,19,46,119
959,Kira Lewis Jr.,103,0,1480,229,571,68,212,161,359,72,85,26,117,143,196,59,13,70,129,598
960,Kirk Hinrich,557,343,14784,1628,3974,563,1508,1065,2466,552,702,160,1176,1336,1932,492,138,765,1341,4371
961,Klay Thompson,716,679,23560,5304,11649,2213,5318,3091,6331,1335,1567,327,2214,2541,1667,626,378,1219,1497,14156
962,Kobe Bryant*,398,398,14106,3463,8038,623,2018,2840,6020,2274,2744,362,1666,2028,1905,503,96,1258,826,9823
963,Kobi Simmons,38,12,673,81,195,12,44,69,151,27,27,15,39,54,73,18,7,45,61,201
964,Kosta Koufos,688,224,11140,1724,3242,0,6,1724,3236,401,702,1205,2239,3444,346,289,500,484,1387,3849
965,Kostas Antetokounmpo,22,0,87,6,16,0,0,6,16,9,19,6,17,23,3,4,4,13,10,21
966,Kostas Papanikolaou,69,7,1089,93,263,41,138,52,125,22,32,47,111,158,101,42,18,76,95,249
967,Kris Dunn,267,132,6465,932,2157,145,464,787,1693,276,371,108,807,915,1153,401,116,481,782,2285
968,Kris Humphries,634,212,12936,1900,4091,87,284,1813,3807,1089,1483,1243,2797,4040,495,283,436,625,1281,4976
969,Kris Joseph,20,0,108,4,28,0,6,4,22,10,16,2,12,14,2,6,0,4,6,18
970,Kristaps Porziņģis,453,452,13987,3140,6927,815,2306,2325,4621,1811,2176,805,2801,3606,830,329,819,774,1360,8906
971,Kurt Thomas,214,66,3422,312,634,2,2,310,632,52,80,222,647,869,174,92,135,129,498,678
972,Kwame Brown,145,65,2830,294,576,0,1,294,575,191,382,239,519,758,78,55,61,134,325,779
973,Ky Bowman,45,12,1015,134,321,33,107,101,214,34,41,24,97,121,131,44,10,70,102,335
974,Kyle Alexander,2,0,13,1,2,0,0,1,2,0,0,2,1,3,0,0,0,1,1,2
975,Kyle Anderson,574,294,12540,1569,3260,255,739,1314,2521,620,867,440,2148,2588,1502,588,361,586,899,4013
976,Kyle Collinsworth,32,2,480,38,99,4,17,34,82,21,40,32,75,107,56,17,9,24,44,101
977,Kyle Guy,53,0,431,57,158,27,89,30,69,24,32,9,44,53,50,13,1,24,33,165
978,Kyle Korver,904,342,22264,2912,6448,1913,4349,999,2099,771,889,178,2364,2542,1577,524,290,891,1594,8508
979,Kyle Kuzma,406,276,12638,2525,5629,798,2364,1727,3265,845,1166,433,2146,2579,998,231,213,836,850,6693
980,Kyle Lowry,909,801,30388,4587,10842,2014,5413,2573,5429,3112,3768,768,3462,4230,6147,1232,279,2266,2602,14300
981,Kyle O'Quinn,472,65,6714,1085,2099,31,142,1054,1957,367,496,628,1538,2166,643,189,453,458,960,2568
982,Kyle Singler,436,230,9537,1015,2461,395,1067,620,1394,381,486,350,870,1220,357,250,131,333,887,2806
983,Kyle Weaver,17,0,213,21,58,10,26,11,32,12,14,3,25,28,18,8,8,11,16,64
984,Kyle Wiltjer,14,0,44,4,14,4,13,0,1,1,2,4,6,10,2,3,1,5,4,13
985,Kyrie Irving,731,731,25286,6372,13440,1747,4479,4625,8961,2844,3209,593,2354,2947,4165,948,331,1854,1722,17335
986,Kyrylo Fesenko,105,6,881,98,200,0,2,98,198,46,109,69,138,207,34,12,35,49,170,242
987,LaMarcus Aldridge,882,841,29871,7048,14286,250,753,6798,13533,3179,3863,2197,5162,7359,1822,615,972,1380,2012,17525
988,LaMelo Ball,162,142,5159,1127,2647,456,1209,671,1438,439,530,213,821,1034,1188,246,59,519,491,3149
989,Lamar Odom,296,79,7867,1084,2347,172,561,912,1786,384,588,512,1688,2200,741,211,196,427,738,2724
990,Lamar Patterson,40,0,435,31,95,13,55,18,40,18,25,5,52,57,45,10,2,27,51,93
991,Lamar Stevens,165,38,2634,347,743,52,185,295,558,130,183,119,348,467,102,75,50,91,238,876
992,Lance Stephenson,687,214,15227,2314,5157,436,1377,1878,3780,753,1061,400,2253,2653,1978,429,92,1100,1349,5817
993,Lance Thomas,461,165,8813,930,2238,172,455,758,1783,461,586,358,858,1216,335,185,63,340,784,2493
994,Landry Fields,255,176,6010,684,1446,120,361,564,1085,243,365,248,844,1092,419,212,45,270,310,1731
995,Landry Shamet,381,119,8703,1128,2746,772,1954,356,792,394,472,86,587,673,633,179,54,257,698,3422
996,Langston Galloway,533,64,11442,1517,3857,761,2062,756,1795,460,565,242,1038,1280,837,351,70,321,807,4255
997,Larry Drew II,32,1,359,34,106,10,44,24,62,2,3,7,14,21,65,6,0,31,25,80
998,Larry Hughes,99,32,2344,279,794,87,285,192,509,189,228,47,242,289,281,106,30,162,150,834
999,Larry Nance Jr.,573,173,13369,1878,3468,205,623,1673,2845,584,851,1121,2510,3631,1029,671,294,527,1273,4545
1000,Larry Owens,31,0,361,34,75,14,31,20,44,11,22,4,39,43,20,18,11,12,46,93
1001,Larry Sanders,238,113,4635,669,1395,0,5,669,1390,182,329,475,870,1345,174,152,429,224,666,1520
1002,Lauri Markkanen,348,322,10662,2101,4617,829,2237,1272,2380,999,1164,437,2037,2474,477,231,179,482,663,6030
1003,Lavoy Allen,453,89,7977,962,2058,4,28,958,2030,222,327,834,1320,2154,455,144,247,301,832,2150
1004,Lazar Hayward,72,0,591,70,202,21,78,49,124,46,60,25,65,90,35,17,8,28,65,207
1005,LeBron James,949,948,34951,9505,18169,1619,4606,7886,13563,5030,6856,1059,6301,7360,7261,1356,668,3425,1653,25659
1006,Leandro Barbosa,492,8,8850,1656,3764,388,1081,1268,2683,587,719,170,649,819,727,325,68,503,810,4287
1007,Leandro Bolmaro,49,2,309,20,74,5,22,15,52,11,13,20,30,50,28,9,1,20,36,56
1008,Leon Powe,80,8,892,139,287,0,4,139,283,117,207,67,120,187,14,26,10,35,124,395
1009,Lester Hudson,98,0,1059,178,468,49,181,129,287,95,116,30,111,141,120,54,14,102,90,500
1010,Lester Quinones,4,0,18,2,5,2,4,0,1,4,6,1,2,3,2,1,0,5,0,10
1011,Linas Kleiza,108,29,2465,391,960,121,376,270,584,154,203,89,339,428,102,46,13,143,263,1057
1012,Lindell Wigginton,26,1,286,44,98,15,44,29,54,27,44,3,29,32,37,5,3,24,24,130
1013,Lindsey Hunter,13,0,122,5,30,1,13,4,17,2,2,1,13,14,9,1,0,4,12,13
